id;pageCat;imageCat;numberCat;"Anzahl der Bände bzw.  ""tomi"" lt. hs. Katalog";"Erschienene Teile insgesamt =  ""comment"" zum Werk";"davon vorhanden = ""comment"" zum Expl. lt. Katalog";titleCat;titleBib;author1;author2;author3;author4;contributor1;contributor2;contributor3;contributor4;contributor5;place1;place2;place3;publisher1;publisher2;publisher3;year;format;histSubject;subjects;genres;mediaType;languages;systemManifestation;idManifestation;institutionOriginal;shelfmarkOriginal;provenanceAttribute;digitalCopyOriginal;targetOPAC;searchID;titleWork;systemWork;idWork;bound;comment;digitalCopy;copiesHAB
839;[214];[00221];8;2;Teil 1-2;Teil 1-2;L'ambassadeur et ses fonctions par M. de Wicquefort. à Cologne 1690. Tom: i. ii;L'Ambassadeur Et Ses Fonctions;Wicquefort, Abraham, van#104039752m;;;;Georg Wilhelm <Braunschweig-Lüneburg, Herzog> [Widmungsempfänger];;;;;Köln#getty7004446;;;Marteau, Pierre#1037499565;;;1690;4°;Catalogus XV;;;Druck;fre;VD17;1:009537W;HAB;"Teil 1: Xd 8° 1408 (1) ; Teil 2: Xd 8° 1408 (2)";;"Teil 1: http://diglib.hab.de/drucke/xd-8f-1408-1s/start.htm ; Teil 2: http://diglib.hab.de/drucke/xd-8f-1408-2s/start.htm";;;;;;;;;
840;[214];[00221];9;;;;Memoires et instructions pour les ambassadeurs ou lettres et negotiations de Walsingham. Amsterd: 1700 ;"Memoires Et Instructions Pour Les Ambassadeurs Ou Lettres Et Negotiations De Walsingham ... : Avec les Maximes Politiques de ce Ministre, & des Remarques sur la vie des principaux Ministres & Favoris de cette Princesse ; Trad. de l'Anglois";Walsingham, Francis#118806076m;;;;Boulesteis de la Contie, Louis#130224464m [Übers.];;;;;Amsterdam#getty7006952;;;Gallet, George#1037516125m;;;1700;4°;Catalogus XV;;;Druck;fre;GBV;150424604;HAB;M: Gr 4° 60;;;;;;;;;;;
841;[214];[00221];10;;;;Amelinde in einem Sing=Spiel, bey dem Geburts=Tag H: Augusti Hrz: z: Braunschw: Lüneburg. Wolfenbüttel i. 1657 Jahre;"Amelinde, Oder: Dy Triumphirende Seele/ Wy Sy nach vielerley versuchenden Anfechtungen überwindet/ und Göttlicher Gnade fähig wird Dem Durchlauchtigen/ Hochgebohrnen Fürsten und Herrn/ Herrn Augusto/ Herzogen zu Braunschweig und Lunäburg/ Als Seine Hoch-Fürstl. Gn. mit allgemeinem Frolocken und sehnlicher Glückwünschung/ Dero/ durch Gottes Gnade abermal-frölich-erschienenen LXXIX. Geburts-Tag/ war der 10. Monats Aprilis, des MDCLVII. Jahres/ ... freudig gefeyret ; In einem Singe-Spiel vorgestellet/ In Dero Fürstlichen Residentz und Vestung Wulfen-Büttel ";Löwe, Johann Jakob#10138310Xm;;;;;;;;;Wolfenbüttel#getty7005253;;;Stern, Heinrich#12927786Xm;;;1657;4°;Catalogus XV;;;Druck;ger;GBV;535751354;;;;;;;;;;;;;http://diglib.hab.de/drucke/textb-21/start.htm
842;[214];[00221];11;;;;Frauen=Zimmer Lexicon von Amarantes. Leipzig 1715. ;Nutzbares, galantes und curiöses Frauenzimmer-Lexicon : Worinnen nicht nur Der Frauenzimmer geistlich- und weltliche Orden, Aemter, Würden, Ehren-Stellen, Professionen und Gewerbe, ... Nahmen und Thaten der Göttinnen, ... gelehrter Weibes-Bilder ..., auch anderer ... Trachten und Moden, ... Gewohnheiten und Gebräuche, ... Ergötzlichkeiten, ... Gebrechen ... und alles ..., was einem Frauenzimmer vorkommen kan, und ihm nöthig zu wissen, Sondern auch Ein vollkommenes und auf die allerneueste Art verfertigtes Koch- Torten- und Gebackens-Buch, Samt denen darzu gehörigen Rissen, Taffel-Auffsätzen und Küchen-Zettuln, Ordentlich nach dem Alphabet ... abgefaßt ... dem weiblichen Geschlechte insgesamt zu sonderbaren Nutzen, Nachricht und Ergötzlichkeit auff Begehren ausgestellet;Corvinus, Gottlieb Siegmund#100092438m [Pseudon.];;;;;;;;;Leipzig#getty7139158;;;Gleditsch, Johann Friedrich#104073772m;;;1715;8°;Catalogus XV;;Lexikon | Kochbuch;Druck;ger;GBV;145134008;HAB;M: Ae 12;Exlibris: Ex Bibliotheca L R Ducis Brunsvicensis Et Luneburgensis. Nr. 35;http://nbn-resolving.de/urn:nbn:de:gbv:23-drucke/ae-124;;;;;;;;;
843;[214];[00221];12;;;;P. J. Marpergers Küch- Und Keller Dictionarium. Hamburg 1716.;"Paul Jacob Marpergers ... Vollständiges Küch- und Keller-Dictionarium : In welchem allerhand Speisen und Geträncke, Bekannte und unbekannte, gesunde und ungesunde, einheimische und ausländische, wohlfeile und kostbare, nothwendige und entbehrliche ... beschrieben, Ihr rechter Einkauffs- u. Erziehlungs-Ort, Zeit und Preiß ... gewiesen ; Ferner allerhand nützliche Haushaltungs- Gesundheits- Lebens- und Policey-Regeln, mit Moralischen Anmerckungen gegeben ... ";Marperger, Paul Jacob#10422262Xm;;;;;;;;;Hamburg#getty7005289;;;Schiller, Benjamin <Witwe>#1037505972f;;;1716;4°;Catalogus XV;;Lexikon | Kochbuch;Druck;ger;GBV;219549699;HAB;M: Oe 416;;;;;;;;;;http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10228972-9;
844;[214];[00221];13;;;;Krigs-Ingenieur u Artillerie Lexicon. von Joh: Rud: Fäsch. Nurnberg 1726. ;Kriegs- Ingenievr- und Artillerie-Lexicon : Worinnen Die einem Ingenieur, Officier und Artilleristen, bey eines jedweden Profession vorkommende Wörter ... in alphabetischer Ordung ... erkläret werden;Fäsch, Johann Rudolph#121686833m;;;;Wackerbarth, Christoph August, von#13004976X [Widmungsempfänger];Bieling, Lorenz#1037504526m [DRUCKER/VERLEGER];;;;Nürnberg#getty7004334;;;Weigel, Barbara Magdalena#1037508335f ;;;1726;8°;Catalogus XV;;(Kriegs-)Lexikon;Druck;ger;GBV;183264223;HAB;M: Jb 80;;;;;;;;;;http://echo.mpiwg-berlin.mpg.de/MPIWG:MGMC61WG;
845;[215];[00222];;;;;ohne Einträge ;;;;;;;;;;;;;;;;;;4°;Catalogus XV;;;;;;;;;;;;;;;;;;;
846;[216];[00223];14;;;;Des Freyherrn von Caniz Gedichte, herausgegeben von J. U. König. Leipzig u Berlin 1727.;Des Freyherrn von Caniz Gedichte, Mehrentheils aus seinen eigenhändigen Schrifften verbessert und vermehret, : Mit Kupffern und Anmerckungen, Nebst dessen Leben, und Einer Untersuchung Von dem guten Geschmack in der Dicht- und Rede-Kunst;Canitz, Friedrich, von#119171090m;;;;König, Johann Ulrich, von#118777661m [Hrsg.];Werner, A. M. [Beiträger k.] ;Wolffgang, I. G. [Beiträger k.] ;Haude, Ambrosius#116521945m [Drucker/Verleger];;Leipzig#getty7139158;Berlin#getty7003712;;Barthel, Andreas#1037511522m;;;1727;8°;Catalogus XV;;"Gedichtsammlung; Biographie";Druck;ger;GBV;147514851;HAB;M: Lo 871;Exlibris: Ex Bibliotheca L R Ducis Brunsvicensis Et Luneburgensis;http://diglib.hab.de/drucke/lo-871/start.htm;;;;;;;Hs. Widmung des Hrsg. an Herzog Ludwig Rudolf zu Blanckenburg;;
847;[216];[00223];15;;;;Commentaires sur les epistres d'Ovide par Gasper Backet. à la Haye 1716 Tom: i. ii. uno vol: ;Commentaires sur les Epistres d'Ovide;Bachet, Claude Gaspar#104368829m;;;;Ovidius Naso, Publius#118590995m;;;;;Den Haag#getty7006810;;;Sauzet, Henri du#123750156m;;;1716;8°;Catalogus XV;;;Druck;fre;GBV;572733216;HAB;M: Lh 1612;;;;;;;;;;Tom 1: https://books.google.de/books?id=8uGyMyXG6dsC&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;
848;[216];[00223];16;;;;Grafen von Buquoit Kräftiges Mittel wider den Schrecken des Todes. Franckft: u Leipzig 1733;Des Herrn Grafen von Buquoit Kräftiges Mittel wieder den Schrecken des Todes : Aus der Betrachtung des Lebens und des Todes selbsten herausgezogen, In Gestalt eines Trostes An einen Christlichen Welt-Weisen der sich in Gefahr nicht länger zu leben befindet, Nebst etlichen Sonneten und andern dahinein lauffenden Wercken in Französ. und Latein. Versen verfasset, Von einem vorläuffigen Schreiben An Seine Hochfürstl. Durchl. zu Braunschweig-Lüneburg Worinnen auch vom Tode gehandelt wird, und Einer unterthänigsten Zuschrift an höchstgedacht Dieselben Worinnen die merckwürdigsten Begebenheiten des Herrn Grafen erzehlet werden, begleitet;Bucquoy, Jean Albert D'Archambaud, d#100437141m;;;;Köngott, Frantz#1034146319m [DRUCKER/VERLEGER];;;;;Frankfurt/Main#getty7005293;Leipzig#getty7139158;;Stein, Johann#1037558030m;;;1733;8°;Catalogus XV;;;Druck;ger;VD18;12810428;;;;;;;;;;;;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10040019-7;
849;[216];[00223];17;;;;Christoph Wolterecks Ruhige Gedancken in der Unruhe. Blanckenburg 1731.  3ter u 4ter teil. in einem band.;"Ruhige Gedancken in der Unruhe; Uber alle Sonn-, Fest- und Apostel-Tage/ Auch über Einige biblische Sprüche und Namen: In Cantaten, Oden, Arien, Sinn-Gedichten und Grab-Schriften verfasset/ Nebst Einem dreyfachen Register";Woltereck, Christoph#117434531m;;;;;;;;;Blankenburg#getty7012401;;;Pape, Heinrich Adolf#1037509420m;;;1731;8°;Catalogus XV;;Erbauungsliteratur;Druck;ger;GBV;151142793;;;;;;;;;;;;urn=urn:nbn:de:gbv:9-g-3890985;
850;[216];[00223];18;;;;J. F. Kätzlers Teutsche und lateinische Gedichte. Braunschweig 1725.;Johann Friedrich Kätzlers, ..., Teutsche und Lateinische Gedichte;Kätzler, Johann Friedrich#130071188m;;;;;;;;;Braunschweig#getty7004434;;;Meyer, Friedrich Wilhelm#1035092689m;;;1725;8°;Catalogus XV;;Gedichtsammlung;Druck;ger;GBV;150233973;HAB;M: Lo 3551;;;;;;;;;;;
851;[216];[00223];19;;;;Heroische Gedichte auf Sr: Herzogl: Durchl: Ludwig Rudolph: Herz: Z. L. L. zu Helmsted d 22 Jul 1725 vorgestelt von R. F. Telgmann.;Heroisches Gedichte auf Sr. Hertzogl. Durchl. Ludewig Rudolph, Hertzog zu Braunschweig und Lüneburg;Telgmann, Rudolf Friedrich#126925380m;;;;;;;;;Helmstedt#getty7005247;;;Schnorr, Paul Dietrich#137233353m;;;1725;8°;Catalogus XV;;Gelegenheitsschrift;Druck;ger;GBV;33004186X;;;;;;;;;;;;http://resolver.staatsbibliothek-berlin.de/SBB00024B7700000000;
852;[216];[00223];20;;;;Gesänge u Lieder auff all Sonn u Fest=Tage Schweidnitz 1725;Geistreiche Gesänge und Lieder : Auf Alle Sonntags-Evangelien und Episteln So in Dem Christlichen Jahre enthalten seyn;Sporck, Franz Anton von#118616382m;;;;Hancke, Gottfried Benjamin#129918563m [HERAUSGEBER];Bressler und Aschenburg, Ferdinand Ludwig, von#11649218Xm [HERAUSGEBER];;;;Schweidnitz#getty7007556 (?widnica);;;Müller, Johann Christian#1037508920m;;;1725;8°;Catalogus XV;;Gesangbuch;Druck;ger;GBV;150927169;;;;;;;;;;;;;Teil 1: http://diglib.hab.de/drucke/tl-82-1b-1s/start.htm
853;[217];[00224];21;;;;Gottf: Benjamin Hanckens Gedichte. Dreßd u Leipzig 1731. ;Gottfried Benjamin Hanckens Gedichte;Hancke, Gottfried Benjamin#129918563m;;;;;;;;;Dresden#getty7004455;Leipzig#getty7139158;;Johann Christoph Zimmermann & Johann Nikolaus Gerlach#6146534-3;;;1731;8°;Catalogus XV;;Gedichtsammlung;Druck;ger;GBV;134764463;HAB;M: Lo 2577;Exlibris: Ex Bibliotheca L R Ducis Brunsvicensis Et Luneburgensis;;;;;;;;;;
854;[217];[00224];22;;;;Ej: Geistl: u Moralische Gedichte. Schweidnitz 1723;Geistliche und Moralische Gedichte;Hancke, Gottfried Benjamin#129918563m;;;;;;;;;Schweidnitz#getty7007556 (?widnica);;;Müller, Johann Christian#1037508920m;;;1723;8°;Catalogus XV;;Gedichtsammlung;;;;;;;;;;;;;;;;;
855;[217];[00224];23;;Teil 1-2;Teil 1;Auserlesene Früchte der deutschen Poesie. Erste Sammlung 1731. Wolfenbüttel;Auserlesene Früchte der Deutschen Poesie : Auf den Musen-Bergen, und an anderen Orten, in Ober- und Nieder-Sachsen, mit Fleiß zusammen getragen.  Sammlung 1: Frühlings-Früchte von 1731 ;;;;;Märtens, Heinrich Richard#1157606334m [Hrsg.];;;;;Wolfenbüttel#getty7005253;Leipzig#getty7139158;;Meißnerische Buchhandlung#953998673;;;1731;8°;Catalogus XV;;Gedichtsammlung;Druck;ger;GBV;218783302;HAB;M: Lo 5205:1;;;;;;;;;;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10114296-4;
856;[217];[00224];24;;;;Nouveau recueil de chansons choisies. a la Haye 1733.;Nouveau recueil de chansons choisies;;;;;;;;;;Den Haag#getty7006810;;;;;;1733;8°;Catalogus XV;;Anthologie;Druck;fre;GBV;472446533;;;;;;;;;;;;https://gallica.bnf.fr/ark:/12148/bpt6k1175922k;
857;[217];[00224];25;;Teil 1-10;Teil 1;Oeuvres d'Horace en latin et en françois avec de remarques par M. Dacier. à Paris 1709. T: i.;Œuvres D'Horace En Latin Et En François, Avec Des Remarques Critiques Et Historiques ;Horatius Flaccus, Quintus#118553569m;;;;Dacier, André#118523228m;;;;;Paris#getty7008038;;;Ballard, Jean-Baptiste-Christophe#;;;1709;8°;Catalogus XV;;;Druck;fre | lat;GBV;233589430;;;;;;;;;;;;;
858;[217];[00224];26;;;;Erbauliche Sonn u Fest=Tags Gedancken von Picandern. Leipzig;Sammlung Erbaulicher Gedancken über und auf die gewöhnlichen Sonn- und Fest-Tage;Henrici, Christian Friedrich#108359573m;;;;;;;;;Leipzig#getty7139158;;;Johann Theodor Boetius' Erben#1004504837 ;Tietze, immanuel#137736770m;;1725;8°;Catalogus XV;;;Druck;ger;GBV;149959141;;;;;;;;;;;;;
859;[217];[00224];27;4;Teil 1-4;Teil 1-4;L. J. Brock Irdisches Vergnügen in Gott. Herausgegeben von Weichmann 1728. Tom: i. ii. iii. iv.;Herrn B. H. Brockes ... Irdisches Vergnügen in Gott, bestehend in physicalisch- und moralischen Gedichten, nebst einem Anhange etlicher übersetzten Fabeln des Herrn de la Motte;Brockes, Barthold Heinrich#118515586m;La Motte, Antoine Houdar, de#104270632m;;;Weichmann, Christian Friedrich#119519224m [VORREDNER];;;;;Hamburg#getty7005289;;;Kißner, Johann Christoph#1037505964m;;;1728;8°;Catalogus XV;;Gedichtsammlung;Druck;ger;GBV;181502488;;;;;;;;;;;1. u. 3. Teil der 4. Auflage 1728 veröffentlicht;http://nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:gbv:9-ppn00617037043-9;
860;[217];[00224];28;6;Teil 1-6;Teil 1-6;Hoffmanns=Waldau u anderer Gedichte Leipzig 1697. Tom: i. ii. iii. iv. v. vi.;Herrn von Hoffmannswaldau und andrer Deutschen auserlesener und bißher ungedruckter Gedichte … theil;Hofmann von Hofmannswaldau, Christian#118706187m;;;;Neukirch, Benjamin#118785990m;Juncker, Gottlob Friedrich Wilhelm#104082852m;;;;Leipzig#getty7139158;;;Fritsch, Thomas#11682543Xm;;;1697;8°;Catalogus XV;;Gedichtsammlung | Lyrik;Druck;ger;GBV;248757857;HAB;;;;;;;;;;;http://resolver.staatsbibliothek-berlin.de/SBB0000563100000000;
861;[218];[00225];29;;;;Amadei Creutz-bergs geistl: u andre erbauliche Poesien. Nurnberg 1720;Amadei Creutzbergs geistliche und andere erbauliche Poesien, Lieder, Sonnette und Epigrammata;Sinold von Schütz, Philipp Balthasar#118797425m;;;;;;;;;Nürnberg#getty7004334;;;Monath, Peter Konrad#117125644m;;;1720;8°;Catalogus XV;;Gedichtsammlung | Lyrik;Druck;ger;GBV; 101252552X;;;;;;;;;;;;urn=urn:nbn:de:bvb:12-bsb10592716-0;
862;[218];[00225];30;;;;Weichmanns Poesie der Nieder=Sachsen. Hamburg 1721. ;"C. F. Weichmanns Poesie der Nieder-Sachsen oder allerhand, mehrentheils noch nie gedruckte Gedichte von den berühmtesten Nieder-Sachsen, und sonderlich einigen ansehnlichen Mit-Gliedern der vormals hieselbst in Hamburg blühenden Teutsch-übenden Gesellschaft ... zusammen getragen ... ; auch mit einer ausführlichen Vorrede versehen, darin ... die Würde die Würde der Teutschen Sprache ... vertheydiget wird ... welcher noch beygefüget Hrn. B. H. B. Untersuchung von den ganz verschiedenen Reim-Ahrten ..";Weichmann, Christian Friedrich#119519224m;;;;;;;;;Hamburg#getty7005289;;;Benjamin Schillers Witwe#1037505972w;Kißner, Johann Christian#1037505964m;;1721;8°;Catalogus XV;;Gedichtsammlung;Druck;ger;GBV;037258044;HAB;"M: Lo 7855 ; M: Lo 7856 ; M: Lo 7857";;;;;;;;;;https://reader.digitale-sammlungen.de/resolve/display/bsb10122840.html;
863;[218];[00225];31;;;;Les odes d'Anacreon et de Sapho. par le Poete sans fard. à Rotterd: 1712.;Les Odes d'Anacreon et de Sapho en vers françois;Anacreon#118649035m;Sappho#118605534w;;;Gacon, François#128386495m [Übers.];;;;;Rotterdam#getty7006792;;;Fritsch, Kaspar#1037501284m;Böhm, Michael#1037550900m;;1712;8°;Catalogus XV;;Gedichtsammlung | Lyrik;Druck;fre | grc;GBV;151216630;HAB;M: Lg 111.1;;;;;;;;;Teilw. in griech. Schr.;http://data.onb.ac.at/ABO/%2BZ198294304;
864;[218];[00225];32;4;Teil 1-4;Teil 1-4;Oeuvres de Nicolas Boileau. à la Haye 1722. Tom: i. ii. iii. iv.;Oeuvres de Nicolas Boileau Despréaux, avec des éclaircissemens historiques donnez par lui-même;Boileau Despréaux, Nicolas#118512986m;;;;;;;;;Den Haag#getty7006810;;;Vaillant, Isaac#103754739Xm;Gosse, Pierre#1037511360m;Hondt, Pieter de#132599880m;1722;8°;Catalogus XV;;Gedichtsammlung | Lyrik;Druck;fre;GBV;241670853;;;;"T.1: https://books.google.ch/books?vid=BCUL1092273901 ; T.2: https://books.google.ch/books?vid=BCUL1092273902 ; T.3: https://books.google.ch/books?vid=BCUL1092273903 ; T.4: https://books.google.ch/books?vid=BCUL1092273904";;;;;;;;;
865;[218];[00225];33;;;;Oeuvres diverses de Sr. Dxxx avec le traité sublime. à Paris 1685.;Œuvres Diverses / Du Sieur D*** [d.i. Nicolas Boileau-Despréaux]. Avec Le Traité Du Sublime Ou Du Merveilleux Dans Le Discours, Traduit du Grec de Longin ;Boileau Despréaux, Nicolas#118512986m;Dionysius Longinus#119164361m;;;;;;;;Paris#getty7008038;;;Barbin, Claude#1037538749m;;;1685;8°;Catalogus XV;;;Druck;fre;GBV;151421366;;;;;;;;;;;nach 33 folgt 35, es gibt keine 34;;
866;[218];[00225];35;;;;Dictioniare des proverbes François par G. D. B. à Bruxelles 1710;Dictionaire des proverbes francois. Avec l'explication de leurs significations, et une partie de leur origine etc.;Backer, Georges de#1037602854m;;;;;;;;;Brüssel#getty7007868;;;Backer, Georges de#1037602854m;;;1710;8°;Catalogus XV;;Wörterbuch | Sprichworte;Druck;fre;GBV;151137579;;;; http://data.onb.ac.at/rep/10399D91;;;;;;;;;
867;[218];[00225];36;;;;L'imitation de Jesus-Christ traduite et paraphrasée en vers François par Carneille. à Paris 1665. ;"L'Imitation de Jesus-Christ ; Traduite et paraphrasée en vers françois, par P[ierre] Corneille ";Corneille, Pierre#118522175m;;;;;;;;;Paris#getty7008038;;;;;;1665;8°;Catalogus XV;;Christliche Erbauungsliteratur;Druck;fre;GBV;449674592;;;;;;;;;;;;http://data.onb.ac.at/rep/10432103;
868;[218];[00225];37;;;;Oeuvres de Poesie par Mad: Francoise-Gabrielle-Rose de Mitry. à Cologne 1717 ;Oeuvres de poésie, dediées a sa majesté imperiale Charles VI. ;Mitry, Françoise Gabrielle Rose de#1055515909f;;;;;;;;;Köln#getty7004446;;;La Société des Libraires et Imprimeurs;;;1717;8°;Catalogus XV;;;Druck;fre;GBV;151645582;HAB;M: Lm 2546;;;;;;;;;;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10094663-1 ;
869;[218];[00225];38;;;;H. A. von Abschatz Poetische Übersetzung u Gedichte. Leipzig u Breslau 1704.;Herrn Hannß Aßmanns Freyherrn von Abschatz, Weyl. gewesenen Landes-Bestellten im Fürstenthum Lignitz, und bey den Publ. Conventibus in Breßlau Hochansehnl. Deputirten, Poetische Ubersetzungen und Gedichte;Abschatz, Hans Assmann, von#118500279m;;;;Gryphius, Christian#119209322m [Hrsg.] ;;;;;Leipzig#getty7139158;Breslau#getty7007601;;Bauch, Christian#1037513126m;;;1704;8°;Catalogus XV;;Lyrik;Druck;ger;VD18;10307788;HAB;M: Lo 29;Exlibris: Ex Bibliotheca L R Ducis Brunsvicensis Et Luneburgensis. 54. - Hs. auf dem Vorsatzbl.: 53 (korrigiert in 54);http://diglib.hab.de/drucke/lo-29/start.htm;;;;;;;;http://nbn-resolving.org/urn:nbn:de:gbv:3:1-156575;
870;[219];[00226];39;;;;D. Caspers von Lohenstein Agrippina Trauer-Spiel. Breslau 1701. wobey gebund Ei: Epicharis: item Ibrahim Sultan. it: Ibrahim Bossa.;Daniel Caspars von Lohenstein Ibrahim Sultan Schauspiel/ Agrippina Trauerspiel/ Epicharis Trauerspiel/ Und andere Poetische Gedichte/ so noch mit Bewilligung des S. Autoris Nebenst desselben Lebens-Lauff und Epicediis, zum Druck verfertiget.;Lohenstein, Daniel Casper, von#118574078m;;;;;;;;;Breslau#getty7007601;;;Esaia Fellgiebels Witwe und Erben#gnd/6146210-X;;;1701;8°;Catalogus XV;;;Druck;ger;GBV;184855225;;;;;;;;;;;;http://haab-digital.klassik-stiftung.de/viewer/epnresolver?id=899712177;
871;[219];[00226];40;;;;Ej: Sophonisbe Breslau 1708.;Daniel Caspers von Lohenstein Sophonisbe, Trauer-Spiel.;Lohenstein, Daniel Casper, von#118574078m;;;;Rauchmiller, Mathias#118749234m [Beiträger k.];Sandrart, Jakob, von#116801298m [Beiträger k.];;;;Breslau#getty7007601;;;Esaia Fellgiebels Witwe und Erben#gnd/6146210-X;;;1708;8°;Catalogus XV;;Lyrik | Tragödie;Druck;ger;VD18;10990984;HAB;M: Lo 5147 (1);;http://resolver.sub.uni-goettingen.de/purl?PPN669982113;;;;;;;;;
;[219];[00226];40;;;;Ej: Cleopatra. it: anmerckung über die Sing u Trauer-Spiele.;Daniel Caspers von Lohenstein Cleopatra;Lohenstein, Daniel Casper, von#118574078m;;;;;;;;;Breslau#getty7007601;;;Esaia Fellgiebels Witwe und Erben#gnd/6146210-X;;;1708;8°;Catalogus XV;;Lyrik | Tragödie;Druck;ger;GBV;184860156;;;;;;;;;;;;;
872;[219];[00226];41;5;Teil 1-6;Teil 1-5;Oeuvres melées de M. de Saint Evermont. à Cologne 1798. T: i. ii. iii. iv. v.;Oeuvres Melées : Publiées sur les Manuscrits de l'Auteur;Saint-Évremond, Charles de Marguetel de Saint-Denis, de#118794116m;;;;;;;;;Köln#getty7004446;;;Marteau, Pierre#1037499565;;;1708;8°;Catalogus XV;;;Druck;fre;GBV;214385736;;;;;;;;;;;;T.1: https://hdl.handle.net/2027/ucm.5327706973;
873;[219];[00226];42;;;;F. R. von Canitz Neben Stund unterschiedene Gedichte Berlin 1719;Herrn Friederich Rudolph Ludwig, Frey-Herrn von Canitz, ... Neben-Stunden Unterschiedener Gedichte;Canitz, Friedrich, von#119171090m;;;;Canstein, Carl Hildebrand von#118666924m [VORREDNER];;;;;Berlin#getty7003712;;;Pape, Johann Christoph#1037502744m;;;1719;8°;Catalogus XV;;;Druck;ger;GBV;15048626X;;;;;;;;;;;;urn:nbn:de:bsz:14-db-id3532973059;
874;[219];[00226];43;;;;Satires de Perses traduites en vers françois par Noble. Amsterd: 1706. ;Satires De Perse / Traduites En Vers François Et accommodées au goût présent Par Mr. Le Noble;Persius Flaccus, Aulus#118592815m;;;;Le Noble, Eustache#118987976m [Übers.];;;;;Amsterdam#getty7006952;;;Braakman, Adriaan#133140717m;;;1706;8°;Catalogus XV;;;Druck;fre | lat;GBV;150743432;HAB;M: Lh 1169;;;;;;;;;;http://data.onb.ac.at/ABO/%2BZ180460306;
875;[219];[00226];44;2;Teil 1-2;Teil 1-2;Poesies de Madame des Houllieres. à 1694 Tom: i. ii;Poésies ;Deshoulières, Antoinette#123816637f;;;;;;;;;Paris#getty7008038;;;Villette, Jean#1037586581m;;;1694;8°;Catalogus XV;;Gedichtsammlung;Druck;fre;GBV;150930658;HAB;M: Lm 1062;;;;;;;;;;https://gallica.bnf.fr/ark:/12148/bpt6k8728067h;
876;[219];[00226];45;;;;Summarien od Kurzer Auszug aller Capitel der ganzen Heil. Schrift alten und neuen Testaments. Franckft 1723.;Summarien Oder Kurtzer Außzug aller Capitel Der gantzen Heiligen Schrifft Alten und Neuen Testaments;;;;;;;;;;Frankfurt/Main#getty7005293;;;;;;1723;8°;Catalogus XV;;;Druck;ger;GBV;150227973;;;;;;;;;;;;http://resolver.sub.uni-goettingen.de/purl?PPN683211951;
877;[220];[00227];46;2;Teil 1-2;Teil 1-2;Les oeuvres de M. Mont-Fleury. à la Haye 1735. T: i. ii;Les Oeuvres De Monsieur Mont-Fleury, Contenant ses Pieces De Theatre, Représentées par la Troupe des Comediens du Roi à Paris : Enrichie de figures en taille-douce;Montfleury, Antoine Jacob#130641464m;;;;Kieboom, Jacques van den#1037589505m [DRUCKER/VERLEGER];Block [DRUCKER/VERLEGER];;;;Den Haag#getty7006810;;;Block, Gerald;Dorsten, Adrien van;;1735;8°;Catalogus XV;;;Druck;fre;GBV;228134617;HAB;M: Lm 2643;;;;;;;;;;"T.1: https://www.gbv.de/dms/belser/fllm/S63109-1.pdf ; T.2: http://www.gbv.de/dms/belser/fllm/S63109-2.pdf";
878;[220];[00227];47;;;;Pomona oder Früchte in der Einsamkeit . Nürnberg 1716 in Sammel gebund.;Pomona, Oder Aufgesammlete Früchte der Einsamkeit, von verschiedenen Pöetischen, Teutschen auch andern Gedanken und Erfindungen;Fürer von Haimendorf, Christoph#100819672m;;;;Bieling, Lorenz#1037504526m [DRUCKER/VERLEGER];;;;;Nürnberg#getty7004334;;;Rüdiger, Johann Friedrich#136870635m;;;1726;8°;Catalogus XV;;Lyrik;Druck;ger;GBV;134773500  ;;;;;;;;;;;;http://nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb00076094-3;
879;[220];[00227];48;;;;item nocheinmahl;;;;;;;;;;;;;;;;;;8°;Catalogus XV;;;;;;;;;;;;;;;;;;;
880;[220];[00227];49;;;;Christliche Vesta und irdische Flora. 1702.;Christliche Vesta und Irrdische Flora. Oder Verschiedene theils aus fremden Sprachen übersetzte theils selbst-erfundene Geist- und Weltliche teutsche Gedichte / eines Mitglieds der Pegnesischen Blumen-Gesellschaft ;Fürer von Haimendorf, Christoph#100819672m;;;;;;;;;[S.l.];;;;;;1702;8°;Catalogus XV;;;Druck;ger;GBV;150083246;HAB;M: Lo 1632;;;;;;;;;;http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10121820-0;
